transaction_id,date,customer_id,product_id,product_name,category,quantity,unit_price,region
T001389,2026-06-02,C146,P012,Laptop Backpack,Accessories,4,2299,North
T001390,2026-06-02,C216,P013,Phone Stand,Accessories,9,699,South
T001391,2026-06-02,C251,P015,Wireless Charger,Electronics,8,1599,Central
T001392,2026-06-03,C200,P001,Wireless Mouse,Accessories,7,1499,East
T001393,2026-06-03,C147,P002,Mechanical Keyboard,Accessories,5,4499,West
T001394,2026-06-03,C062,P003,USB-C Cable,Accessories,19,499,North
T001395,2026-06-03,C055,P004,Laptop Stand,Accessories,5,1899,South
T001396,2026-06-03,C208,P005,Webcam,Electronics,1,3299,West
T001397,2026-06-03,C235,P006,Bluetooth Speaker,Electronics,7,2499,East
T001398,2026-06-03,C166,P007,Power Bank,Electronics,4,1799,Central
T001399,2026-06-03,C094,P008,Wireless Headphones,Audio,6,3999,North
T001400,2026-06-03,C123,P010,HDMI Cable,Accessories,9,899,Central
T001401,2026-06-03,C134,P011,USB Hub,Accessories,6,1299,East
T001402,2026-06-03,C157,P012,Laptop Backpack,Accessories,8,2299,North
T001403,2026-06-03,C220,P013,Phone Stand,Accessories,9,699,South
T001404,2026-06-03,C226,P014,Portable SSD,Storage,3,6499,West
T001405,2026-06-03,C199,P015,Wireless Charger,Electronics,5,1599,Central
T001406,2026-06-04,C123,P001,Wireless Mouse,Accessories,8,1499,East
T001407,2026-06-04,C167,P002,Mechanical Keyboard,Accessories,3,4499,West
T001408,2026-06-04,C290,P003,USB-C Cable,Accessories,19,499,North
T001409,2026-06-04,C114,P004,Laptop Stand,Accessories,8,1899,South
T001410,2026-06-04,C219,P005,Webcam,Electronics,6,3299,West
T001411,2026-06-04,C251,P006,Bluetooth Speaker,Electronics,5,2499,East
T001412,2026-06-04,C215,P007,Power Bank,Electronics,8,1799,Central
T001413,2026-06-04,C124,P008,Wireless Headphones,Audio,7,3999,North
T001414,2026-06-04,C184,P009,Smart Watch,Wearables,2,5999,South
T001415,2026-06-04,C029,P010,HDMI Cable,Accessories,8,899,Central
T001416,2026-06-04,C108,P011,USB Hub,Accessories,6,1299,East
T001417,2026-06-04,C090,P012,Laptop Backpack,Accessories,7,2299,North
T001418,2026-06-04,C100,P013,Phone Stand,Accessories,15,699,South
T001419,2026-06-04,C208,P014,Portable SSD,Storage,3,6499,West
T001420,2026-06-04,C280,P015,Wireless Charger,Electronics,13,1599,Central
T001421,2026-06-05,C235,P001,Wireless Mouse,Accessories,5,1499,East
T001422,2026-06-05,C228,P002,Mechanical Keyboard,Accessories,2,4499,West
T001423,2026-06-05,C260,P003,USB-C Cable,Accessories,16,499,North
T001424,2026-06-05,C263,P004,Laptop Stand,Accessories,7,1899,South
T001425,2026-06-05,C156,P005,Webcam,Electronics,3,3299,West
T001426,2026-06-05,C124,P006,Bluetooth Speaker,Electronics,5,2499,East
T001427,2026-06-05,C005,P007,Power Bank,Electronics,3,1799,Central
T001428,2026-06-05,C202,P008,Wireless Headphones,Audio,4,3999,North
T001429,2026-06-05,C121,P009,Smart Watch,Wearables,2,5999,South
T001430,2026-06-05,C292,P010,HDMI Cable,Accessories,11,899,Central
T001431,2026-06-05,C025,P011,USB Hub,Accessories,10,1299,East
T001432,2026-06-05,C084,P012,Laptop Backpack,Accessories,4,2299,North
T001433,2026-06-05,C290,P013,Phone Stand,Accessories,11,699,South
T001434,2026-06-05,C229,P014,Portable SSD,Storage,1,6499,West
T001435,2026-06-05,C006,P015,Wireless Charger,Electronics,4,1599,Central
T001436,2026-06-06,C106,P001,Wireless Mouse,Accessories,8,1499,East
T001437,2026-06-06,C116,P002,Mechanical Keyboard,Accessories,11,4499,West
T001438,2026-06-06,C001,P003,USB-C Cable,Accessories,25,499,North
T001439,2026-06-06,C264,P004,Laptop Stand,Accessories,3,1899,South
T001440,2026-06-06,C262,P005,Webcam,Electronics,4,3299,West
T001441,2026-06-06,C120,P006,Bluetooth Speaker,Electronics,15,2499,East
T001442,2026-06-06,C264,P007,Power Bank,Electronics,10,1799,Central
T001443,2026-06-06,C250,P008,Wireless Headphones,Audio,3,3999,North
T001444,2026-06-06,C119,P009,Smart Watch,Wearables,4,5999,South
T001445,2026-06-06,C206,P010,HDMI Cable,Accessories,12,899,Central
T001446,2026-06-06,C056,P011,USB Hub,Accessories,11,1299,East
T001447,2026-06-06,C127,P012,Laptop Backpack,Accessories,4,2299,North
T001448,2026-06-06,C176,P013,Phone Stand,Accessories,12,699,South
T001449,2026-06-06,C220,P014,Portable SSD,Storage,1,6499,West
T001450,2026-06-06,C121,P015,Wireless Charger,Electronics,8,1599,Central
T001451,2026-06-07,C234,P001,Wireless Mouse,Accessories,14,1499,East
T001452,2026-06-07,C047,P002,Mechanical Keyboard,Accessories,7,4499,West
T001453,2026-06-07,C029,P003,USB-C Cable,Accessories,15,499,North
T001454,2026-06-07,C093,P004,Laptop Stand,Accessories,5,1899,South
T001455,2026-06-07,C196,P005,Webcam,Electronics,6,3299,West
T001456,2026-06-07,C278,P006,Bluetooth Speaker,Electronics,12,2499,East
T001457,2026-06-07,C268,P007,Power Bank,Electronics,6,1799,Central
T001458,2026-06-07,C119,P008,Wireless Headphones,Audio,3,3999,North
T001459,2026-06-07,C298,P009,Smart Watch,Wearables,2,5999,South
T001460,2026-06-07,C229,P010,HDMI Cable,Accessories,18,899,Central
T001461,2026-06-07,C253,P011,USB Hub,Accessories,12,1299,East
T001462,2026-06-07,C089,P012,Laptop Backpack,Accessories,5,2299,North
T001463,2026-06-07,C101,P013,Phone Stand,Accessories,13,699,South
T001464,2026-06-07,C284,P014,Portable SSD,Storage,4,6499,West
T001465,2026-06-07,C258,P015,Wireless Charger,Electronics,9,1599,Central
T001466,2026-06-08,C095,P001,Wireless Mouse,Accessories,5,1499,East
T001467,2026-06-08,C019,P002,Mechanical Keyboard,Accessories,7,4499,West
T001468,2026-06-08,C227,P003,USB-C Cable,Accessories,5,499,North
T001469,2026-06-08,C014,P004,Laptop Stand,Accessories,7,1899,South
T001470,2026-06-08,C147,P005,Webcam,Electronics,7,3299,West
T001471,2026-06-08,C180,P006,Bluetooth Speaker,Electronics,17,2499,East
T001472,2026-06-08,C099,P007,Power Bank,Electronics,7,1799,Central
T001473,2026-06-08,C027,P008,Wireless Headphones,Audio,5,3999,North
T001474,2026-06-08,C212,P010,HDMI Cable,Accessories,7,899,Central
T001475,2026-06-08,C057,P011,USB Hub,Accessories,7,1299,East
T001476,2026-06-08,C171,P012,Laptop Backpack,Accessories,6,2299,North
T001477,2026-06-08,C189,P013,Phone Stand,Accessories,13,699,South
T001478,2026-06-08,C133,P014,Portable SSD,Storage,4,6499,West
T001479,2026-06-08,C062,P015,Wireless Charger,Electronics,5,1599,Central
T001480,2026-06-09,C072,P001,Wireless Mouse,Accessories,8,1499,East
T001481,2026-06-09,C157,P002,Mechanical Keyboard,Accessories,5,4499,West
T001482,2026-06-09,C270,P003,USB-C Cable,Accessories,19,499,North
T001483,2026-06-09,C290,P004,Laptop Stand,Accessories,4,1899,South
T001484,2026-06-09,C081,P005,Webcam,Electronics,3,3299,West
T001485,2026-06-09,C162,P006,Bluetooth Speaker,Electronics,5,2499,East
T001486,2026-06-09,C297,P007,Power Bank,Electronics,9,1799,Central
T001487,2026-06-09,C249,P008,Wireless Headphones,Audio,5,3999,North
T001488,2026-06-09,C276,P009,Smart Watch,Wearables,2,5999,South
T001489,2026-06-09,C259,P010,HDMI Cable,Accessories,16,899,Central
T001490,2026-06-09,C155,P011,USB Hub,Accessories,9,1299,East
T001491,2026-06-09,C074,P012,Laptop Backpack,Accessories,6,2299,North
T001492,2026-06-09,C087,P013,Phone Stand,Accessories,6,699,South
T001493,2026-06-09,C039,P014,Portable SSD,Storage,1,6499,West
T001494,2026-06-09,C210,P015,Wireless Charger,Electronics,5,1599,Central
T001495,2026-06-10,C192,P001,Wireless Mouse,Accessories,11,1499,East
T001496,2026-06-10,C043,P002,Mechanical Keyboard,Accessories,7,4499,West
T001497,2026-06-10,C216,P003,USB-C Cable,Accessories,17,499,North
T001498,2026-06-10,C027,P004,Laptop Stand,Accessories,3,1899,South
T001499,2026-06-10,C062,P005,Webcam,Electronics,2,3299,West
T001500,2026-06-10,C283,P006,Bluetooth Speaker,Electronics,7,2499,East
T001501,2026-06-10,C049,P007,Power Bank,Electronics,8,1799,Central
T001502,2026-06-10,C099,P008,Wireless Headphones,Audio,5,3999,North
T001503,2026-06-10,C029,P009,Smart Watch,Wearables,1,5999,South
T001504,2026-06-10,C211,P010,HDMI Cable,Accessories,6,899,Central
T001505,2026-06-10,C102,P011,USB Hub,Accessories,1,1299,East
T001506,2026-06-10,C193,P012,Laptop Backpack,Accessories,9,2299,North
T001507,2026-06-10,C198,P013,Phone Stand,Accessories,9,699,South
T001508,2026-06-10,C197,P014,Portable SSD,Storage,1,6499,West
T001509,2026-06-10,C214,P015,Wireless Charger,Electronics,5,1599,Central
T001510,2026-06-11,C287,P001,Wireless Mouse,Accessories,7,1499,East
T001511,2026-06-11,C260,P002,Mechanical Keyboard,Accessories,3,4499,West
T001512,2026-06-11,C112,P003,USB-C Cable,Accessories,10,499,North
T001513,2026-06-11,C050,P004,Laptop Stand,Accessories,5,1899,South
T001514,2026-06-11,C059,P005,Webcam,Electronics,3,3299,West
T001515,2026-06-11,C196,P006,Bluetooth Speaker,Electronics,5,2499,East
T001516,2026-06-11,C088,P007,Power Bank,Electronics,5,1799,Central
T001517,2026-06-11,C255,P008,Wireless Headphones,Audio,5,3999,North
T001518,2026-06-11,C004,P009,Smart Watch,Wearables,2,5999,South
T001519,2026-06-11,C235,P010,HDMI Cable,Accessories,8,899,Central
T001520,2026-06-11,C087,P011,USB Hub,Accessories,8,1299,East
T001521,2026-06-11,C175,P012,Laptop Backpack,Accessories,3,2299,North
T001522,2026-06-11,C025,P013,Phone Stand,Accessories,10,699,South
T001523,2026-06-11,C282,P014,Portable SSD,Storage,2,6499,West
T001524,2026-06-11,C016,P015,Wireless Charger,Electronics,5,1599,Central
T001525,2026-06-12,C169,P001,Wireless Mouse,Accessories,3,1499,East
T001526,2026-06-12,C108,P002,Mechanical Keyboard,Accessories,11,4499,West
T001527,2026-06-12,C246,P003,USB-C Cable,Accessories,20,499,North
T001528,2026-06-12,C052,P004,Laptop Stand,Accessories,3,1899,South
T001529,2026-06-12,C083,P005,Webcam,Electronics,1,3299,West
T001530,2026-06-12,C247,P006,Bluetooth Speaker,Electronics,4,2499,East
T001531,2026-06-12,C126,P007,Power Bank,Electronics,10,1799,Central
T001532,2026-06-12,C055,P008,Wireless Headphones,Audio,4,3999,North
T001533,2026-06-12,C027,P009,Smart Watch,Wearables,1,5999,South
T001534,2026-06-12,C228,P010,HDMI Cable,Accessories,14,899,Central
T001535,2026-06-12,C104,P011,USB Hub,Accessories,12,1299,East
T001536,2026-06-12,C067,P012,Laptop Backpack,Accessories,8,2299,North
T001537,2026-06-12,C072,P013,Phone Stand,Accessories,6,699,South
T001538,2026-06-12,C056,P014,Portable SSD,Storage,6,6499,West
T001539,2026-06-12,C258,P015,Wireless Charger,Electronics,5,1599,Central
T001540,2026-06-13,C051,P001,Wireless Mouse,Accessories,9,1499,East
T001541,2026-06-13,C156,P002,Mechanical Keyboard,Accessories,9,4499,West
T001542,2026-06-13,C247,P003,USB-C Cable,Accessories,19,499,North
T001543,2026-06-13,C215,P004,Laptop Stand,Accessories,6,1899,South
T001544,2026-06-13,C287,P005,Webcam,Electronics,5,3299,West
T001545,2026-06-13,C046,P006,Bluetooth Speaker,Electronics,11,2499,East
T001546,2026-06-13,C300,P007,Power Bank,Electronics,7,1799,Central
T001547,2026-06-13,C119,P008,Wireless Headphones,Audio,5,3999,North
T001548,2026-06-13,C256,P010,HDMI Cable,Accessories,13,899,Central
T001549,2026-06-13,C262,P011,USB Hub,Accessories,8,1299,East
T001550,2026-06-13,C140,P012,Laptop Backpack,Accessories,9,2299,North
T001551,2026-06-13,C204,P013,Phone Stand,Accessories,9,699,South
T001552,2026-06-13,C048,P014,Portable SSD,Storage,5,6499,West
T001553,2026-06-13,C210,P015,Wireless Charger,Electronics,8,1599,Central
T001554,2026-06-14,C206,P001,Wireless Mouse,Accessories,9,1499,East
T001555,2026-06-14,C174,P002,Mechanical Keyboard,Accessories,9,4499,West
T001556,2026-06-14,C239,P003,USB-C Cable,Accessories,20,499,North
T001557,2026-06-14,C205,P004,Laptop Stand,Accessories,4,1899,South
T001558,2026-06-14,C266,P005,Webcam,Electronics,8,3299,West
T001559,2026-06-14,C191,P006,Bluetooth Speaker,Electronics,5,2499,East
T001560,2026-06-14,C271,P007,Power Bank,Electronics,9,1799,Central
T001561,2026-06-14,C220,P008,Wireless Headphones,Audio,3,3999,North
T001562,2026-06-14,C187,P009,Smart Watch,Wearables,5,5999,South
T001563,2026-06-14,C069,P010,HDMI Cable,Accessories,17,899,Central
T001564,2026-06-14,C269,P011,USB Hub,Accessories,11,1299,East
T001565,2026-06-14,C191,P012,Laptop Backpack,Accessories,5,2299,North
T001566,2026-06-14,C250,P013,Phone Stand,Accessories,5,699,South
T001567,2026-06-14,C173,P014,Portable SSD,Storage,1,6499,West
T001568,2026-06-14,C217,P015,Wireless Charger,Electronics,12,1599,Central
T001569,2026-06-15,C193,P001,Wireless Mouse,Accessories,10,1499,East
T001570,2026-06-15,C095,P002,Mechanical Keyboard,Accessories,7,4499,West
T001571,2026-06-15,C229,P003,USB-C Cable,Accessories,12,499,North
T001572,2026-06-15,C195,P004,Laptop Stand,Accessories,3,1899,South
T001573,2026-06-15,C216,P005,Webcam,Electronics,4,3299,West
T001574,2026-06-15,C148,P006,Bluetooth Speaker,Electronics,4,2499,East
T001575,2026-06-15,C119,P007,Power Bank,Electronics,7,1799,Central
T001576,2026-06-15,C203,P008,Wireless Headphones,Audio,1,3999,North
T001577,2026-06-15,C255,P009,Smart Watch,Wearables,1,5999,South
T001578,2026-06-15,C089,P010,HDMI Cable,Accessories,7,899,Central
T001579,2026-06-15,C142,P011,USB Hub,Accessories,7,1299,East
T001580,2026-06-15,C029,P012,Laptop Backpack,Accessories,6,2299,North
T001581,2026-06-15,C233,P013,Phone Stand,Accessories,12,699,South
T001582,2026-06-15,C289,P014,Portable SSD,Storage,2,6499,West
T001583,2026-06-15,C221,P015,Wireless Charger,Electronics,9,1599,Central
T001584,2026-06-16,C160,P001,Wireless Mouse,Accessories,8,1499,East
T001585,2026-06-16,C293,P002,Mechanical Keyboard,Accessories,3,4499,West
T001586,2026-06-16,C275,P003,USB-C Cable,Accessories,15,499,North
T001587,2026-06-16,C011,P004,Laptop Stand,Accessories,7,1899,South
T001588,2026-06-16,C213,P005,Webcam,Electronics,2,3299,West
T001589,2026-06-16,C175,P006,Bluetooth Speaker,Electronics,4,2499,East
T001590,2026-06-16,C232,P007,Power Bank,Electronics,6,1799,Central
T001591,2026-06-16,C150,P008,Wireless Headphones,Audio,2,3999,North
T001592,2026-06-16,C065,P009,Smart Watch,Wearables,2,5999,South
T001593,2026-06-16,C295,P010,HDMI Cable,Accessories,10,899,Central
T001594,2026-06-16,C207,P011,USB Hub,Accessories,8,1299,East
T001595,2026-06-16,C284,P013,Phone Stand,Accessories,10,699,South
T001596,2026-06-16,C029,P014,Portable SSD,Storage,2,6499,West
T001597,2026-06-16,C251,P015,Wireless Charger,Electronics,10,1599,Central
T001598,2026-06-17,C272,P001,Wireless Mouse,Accessories,6,1499,East
T001599,2026-06-17,C236,P002,Mechanical Keyboard,Accessories,9,4499,West
T001600,2026-06-17,C167,P003,USB-C Cable,Accessories,15,499,North
T001601,2026-06-17,C056,P004,Laptop Stand,Accessories,5,1899,South
T001602,2026-06-17,C177,P005,Webcam,Electronics,1,3299,West
T001603,2026-06-17,C057,P006,Bluetooth Speaker,Electronics,11,2499,East
T001604,2026-06-17,C185,P007,Power Bank,Electronics,5,1799,Central
T001605,2026-06-17,C059,P008,Wireless Headphones,Audio,5,3999,North
T001606,2026-06-17,C190,P009,Smart Watch,Wearables,1,5999,South
T001607,2026-06-17,C235,P010,HDMI Cable,Accessories,9,899,Central
T001608,2026-06-17,C230,P011,USB Hub,Accessories,5,1299,East
T001609,2026-06-17,C128,P012,Laptop Backpack,Accessories,2,2299,North
T001610,2026-06-17,C216,P013,Phone Stand,Accessories,6,699,South
T001611,2026-06-17,C024,P015,Wireless Charger,Electronics,11,1599,Central
T001612,2026-06-18,C184,P001,Wireless Mouse,Accessories,10,1499,East
T001613,2026-06-18,C193,P002,Mechanical Keyboard,Accessories,6,4499,West
T001614,2026-06-18,C011,P003,USB-C Cable,Accessories,26,499,North
T001615,2026-06-18,C181,P004,Laptop Stand,Accessories,2,1899,South
T001616,2026-06-18,C005,P005,Webcam,Electronics,1,3299,West
T001617,2026-06-18,C293,P006,Bluetooth Speaker,Electronics,4,2499,East
T001618,2026-06-18,C153,P007,Power Bank,Electronics,11,1799,Central
T001619,2026-06-18,C017,P008,Wireless Headphones,Audio,4,3999,North
T001620,2026-06-18,C037,P009,Smart Watch,Wearables,2,5999,South
T001621,2026-06-18,C046,P010,HDMI Cable,Accessories,16,899,Central
T001622,2026-06-18,C174,P011,USB Hub,Accessories,11,1299,East
T001623,2026-06-18,C206,P012,Laptop Backpack,Accessories,3,2299,North
T001624,2026-06-18,C297,P013,Phone Stand,Accessories,13,699,South
T001625,2026-06-18,C165,P014,Portable SSD,Storage,3,6499,West
T001626,2026-06-18,C151,P015,Wireless Charger,Electronics,8,1599,Central
T001627,2026-06-19,C052,P001,Wireless Mouse,Accessories,5,1499,East
T001628,2026-06-19,C118,P002,Mechanical Keyboard,Accessories,4,4499,West
T001629,2026-06-19,C123,P003,USB-C Cable,Accessories,18,499,North
T001630,2026-06-19,C165,P004,Laptop Stand,Accessories,3,1899,South
T001631,2026-06-19,C048,P005,Webcam,Electronics,2,3299,West
T001632,2026-06-19,C065,P006,Bluetooth Speaker,Electronics,5,2499,East
T001633,2026-06-19,C287,P007,Power Bank,Electronics,8,1799,Central
T001634,2026-06-19,C092,P008,Wireless Headphones,Audio,4,3999,North
T001635,2026-06-19,C287,P009,Smart Watch,Wearables,1,5999,South
T001636,2026-06-19,C059,P010,HDMI Cable,Accessories,10,899,Central
T001637,2026-06-19,C164,P011,USB Hub,Accessories,4,1299,East
T001638,2026-06-19,C237,P012,Laptop Backpack,Accessories,9,2299,North
T001639,2026-06-19,C060,P013,Phone Stand,Accessories,9,699,South
T001640,2026-06-19,C051,P014,Portable SSD,Storage,1,6499,West
T001641,2026-06-19,C248,P015,Wireless Charger,Electronics,9,1599,Central
T001642,2026-06-20,C170,P001,Wireless Mouse,Accessories,13,1499,East
T001643,2026-06-20,C177,P002,Mechanical Keyboard,Accessories,7,4499,West
T001644,2026-06-20,C050,P003,USB-C Cable,Accessories,31,499,North
T001645,2026-06-20,C174,P004,Laptop Stand,Accessories,7,1899,South
T001646,2026-06-20,C213,P005,Webcam,Electronics,4,3299,West
T001647,2026-06-20,C249,P006,Bluetooth Speaker,Electronics,7,2499,East
T001648,2026-06-20,C043,P007,Power Bank,Electronics,8,1799,Central
T001649,2026-06-20,C274,P008,Wireless Headphones,Audio,5,3999,North
T001650,2026-06-20,C028,P009,Smart Watch,Wearables,2,5999,South
T001651,2026-06-20,C021,P010,HDMI Cable,Accessories,10,899,Central
T001652,2026-06-20,C140,P011,USB Hub,Accessories,11,1299,East
T001653,2026-06-20,C219,P012,Laptop Backpack,Accessories,7,2299,North
T001654,2026-06-20,C133,P013,Phone Stand,Accessories,13,699,South
T001655,2026-06-20,C075,P015,Wireless Charger,Electronics,10,1599,Central
T001656,2026-06-21,C094,P001,Wireless Mouse,Accessories,15,1499,East
T001657,2026-06-21,C274,P002,Mechanical Keyboard,Accessories,6,4499,West
T001658,2026-06-21,C003,P003,USB-C Cable,Accessories,24,499,North
T001659,2026-06-21,C014,P004,Laptop Stand,Accessories,3,1899,South
T001660,2026-06-21,C102,P005,Webcam,Electronics,2,3299,West
T001661,2026-06-21,C227,P006,Bluetooth Speaker,Electronics,9,2499,East
T001662,2026-06-21,C161,P007,Power Bank,Electronics,4,1799,Central
T001663,2026-06-21,C033,P008,Wireless Headphones,Audio,9,3999,North
T001664,2026-06-21,C224,P009,Smart Watch,Wearables,4,5999,South
T001665,2026-06-21,C199,P010,HDMI Cable,Accessories,23,899,Central
T001666,2026-06-21,C068,P011,USB Hub,Accessories,8,1299,East
T001667,2026-06-21,C263,P012,Laptop Backpack,Accessories,11,2299,North
T001668,2026-06-21,C289,P013,Phone Stand,Accessories,10,699,South
T001669,2026-06-21,C178,P014,Portable SSD,Storage,2,6499,West
T001670,2026-06-21,C020,P015,Wireless Charger,Electronics,10,1599,Central
T001671,2026-06-22,C269,P001,Wireless Mouse,Accessories,9,1499,East
T001672,2026-06-22,C251,P002,Mechanical Keyboard,Accessories,9,4499,West
T001673,2026-06-22,C067,P003,USB-C Cable,Accessories,22,499,North
T001674,2026-06-22,C200,P004,Laptop Stand,Accessories,2,1899,South
T001675,2026-06-22,C019,P005,Webcam,Electronics,2,3299,West
T001676,2026-06-22,C094,P006,Bluetooth Speaker,Electronics,4,2499,East
T001677,2026-06-22,C126,P007,Power Bank,Electronics,8,1799,Central
T001678,2026-06-22,C292,P008,Wireless Headphones,Audio,3,3999,North
T001679,2026-06-22,C046,P009,Smart Watch,Wearables,2,5999,South
T001680,2026-06-22,C057,P010,HDMI Cable,Accessories,10,899,Central
T001681,2026-06-22,C004,P011,USB Hub,Accessories,11,1299,East
T001682,2026-06-22,C074,P012,Laptop Backpack,Accessories,2,2299,North
T001683,2026-06-22,C025,P013,Phone Stand,Accessories,9,699,South
T001684,2026-06-22,C023,P014,Portable SSD,Storage,3,6499,West
T001685,2026-06-22,C017,P015,Wireless Charger,Electronics,8,1599,Central
T001686,2026-06-23,C202,P001,Wireless Mouse,Accessories,5,1499,East
T001687,2026-06-23,C110,P002,Mechanical Keyboard,Accessories,5,4499,West
T001688,2026-06-23,C079,P003,USB-C Cable,Accessories,22,499,North
T001689,2026-06-23,C096,P004,Laptop Stand,Accessories,6,1899,South
T001690,2026-06-23,C069,P005,Webcam,Electronics,4,3299,West
T001691,2026-06-23,C238,P006,Bluetooth Speaker,Electronics,11,2499,East
T001692,2026-06-23,C162,P007,Power Bank,Electronics,10,1799,Central
T001693,2026-06-23,C206,P008,Wireless Headphones,Audio,9,3999,North
T001694,2026-06-23,C063,P009,Smart Watch,Wearables,2,5999,South
T001695,2026-06-23,C147,P010,HDMI Cable,Accessories,10,899,Central
T001696,2026-06-23,C020,P011,USB Hub,Accessories,10,1299,East
T001697,2026-06-23,C158,P012,Laptop Backpack,Accessories,7,2299,North
T001698,2026-06-23,C269,P013,Phone Stand,Accessories,15,699,South
T001699,2026-06-23,C290,P014,Portable SSD,Storage,1,6499,West
T001700,2026-06-23,C295,P015,Wireless Charger,Electronics,8,1599,Central
T001701,2026-06-24,C081,P001,Wireless Mouse,Accessories,8,1499,East
T001702,2026-06-24,C043,P002,Mechanical Keyboard,Accessories,6,4499,West
T001703,2026-06-24,C049,P003,USB-C Cable,Accessories,17,499,North
T001704,2026-06-24,C072,P004,Laptop Stand,Accessories,8,1899,South
T001705,2026-06-24,C149,P005,Webcam,Electronics,2,3299,West
T001706,2026-06-24,C128,P006,Bluetooth Speaker,Electronics,7,2499,East
T001707,2026-06-24,C243,P007,Power Bank,Electronics,4,1799,Central
T001708,2026-06-24,C224,P008,Wireless Headphones,Audio,3,3999,North
T001709,2026-06-24,C042,P009,Smart Watch,Wearables,1,5999,South
T001710,2026-06-24,C123,P010,HDMI Cable,Accessories,12,899,Central
T001711,2026-06-24,C106,P011,USB Hub,Accessories,9,1299,East
T001712,2026-06-24,C113,P012,Laptop Backpack,Accessories,3,2299,North
T001713,2026-06-24,C259,P013,Phone Stand,Accessories,8,699,South
T001714,2026-06-24,C105,P014,Portable SSD,Storage,3,6499,West
T001715,2026-06-24,C135,P015,Wireless Charger,Electronics,6,1599,Central
T001716,2026-06-25,C088,P001,Wireless Mouse,Accessories,8,1499,East
T001717,2026-06-25,C219,P002,Mechanical Keyboard,Accessories,1,4499,West
T001718,2026-06-25,C216,P003,USB-C Cable,Accessories,15,499,North
T001719,2026-06-25,C182,P004,Laptop Stand,Accessories,5,1899,South
T001720,2026-06-25,C087,P005,Webcam,Electronics,2,3299,West
T001721,2026-06-25,C061,P006,Bluetooth Speaker,Electronics,4,2499,East
T001722,2026-06-25,C139,P007,Power Bank,Electronics,8,1799,Central
T001723,2026-06-25,C105,P008,Wireless Headphones,Audio,9,3999,North
T001724,2026-06-25,C034,P009,Smart Watch,Wearables,4,5999,South
T001725,2026-06-25,C062,P010,HDMI Cable,Accessories,9,899,Central
T001726,2026-06-25,C252,P011,USB Hub,Accessories,11,1299,East
T001727,2026-06-25,C094,P012,Laptop Backpack,Accessories,8,2299,North
T001728,2026-06-25,C293,P013,Phone Stand,Accessories,7,699,South
T001729,2026-06-25,C227,P014,Portable SSD,Storage,5,6499,West
T001730,2026-06-25,C111,P015,Wireless Charger,Electronics,7,1599,Central
T001731,2026-06-26,C291,P001,Wireless Mouse,Accessories,9,1499,East
T001732,2026-06-26,C165,P002,Mechanical Keyboard,Accessories,11,4499,West
T001733,2026-06-26,C099,P003,USB-C Cable,Accessories,13,499,North
T001734,2026-06-26,C080,P004,Laptop Stand,Accessories,6,1899,South
T001735,2026-06-26,C022,P005,Webcam,Electronics,5,3299,West
T001736,2026-06-26,C288,P006,Bluetooth Speaker,Electronics,7,2499,East
T001737,2026-06-26,C154,P007,Power Bank,Electronics,8,1799,Central
T001738,2026-06-26,C257,P008,Wireless Headphones,Audio,9,3999,North
T001739,2026-06-26,C267,P009,Smart Watch,Wearables,4,5999,South
T001740,2026-06-26,C219,P010,HDMI Cable,Accessories,13,899,Central
T001741,2026-06-26,C203,P011,USB Hub,Accessories,6,1299,East
T001742,2026-06-26,C241,P012,Laptop Backpack,Accessories,4,2299,North
T001743,2026-06-26,C022,P013,Phone Stand,Accessories,7,699,South
T001744,2026-06-26,C006,P014,Portable SSD,Storage,3,6499,West
T001745,2026-06-26,C145,P015,Wireless Charger,Electronics,9,1599,Central
T001746,2026-06-27,C269,P001,Wireless Mouse,Accessories,10,1499,East
T001747,2026-06-27,C033,P002,Mechanical Keyboard,Accessories,8,4499,West
T001748,2026-06-27,C101,P003,USB-C Cable,Accessories,31,499,North
T001749,2026-06-27,C260,P004,Laptop Stand,Accessories,11,1899,South
T001750,2026-06-27,C281,P005,Webcam,Electronics,4,3299,West
T001751,2026-06-27,C225,P006,Bluetooth Speaker,Electronics,7,2499,East
T001752,2026-06-27,C157,P007,Power Bank,Electronics,7,1799,Central
T001753,2026-06-27,C096,P008,Wireless Headphones,Audio,5,3999,North
T001754,2026-06-27,C246,P009,Smart Watch,Wearables,6,5999,South
T001755,2026-06-27,C098,P010,HDMI Cable,Accessories,17,899,Central
T001756,2026-06-27,C062,P011,USB Hub,Accessories,4,1299,East
T001757,2026-06-27,C059,P012,Laptop Backpack,Accessories,8,2299,North
T001758,2026-06-27,C033,P013,Phone Stand,Accessories,11,699,South
T001759,2026-06-27,C165,P014,Portable SSD,Storage,3,6499,West
T001760,2026-06-27,C293,P015,Wireless Charger,Electronics,14,1599,Central
T001761,2026-06-28,C232,P001,Wireless Mouse,Accessories,6,1499,East
T001762,2026-06-28,C286,P002,Mechanical Keyboard,Accessories,10,4499,West
T001763,2026-06-28,C286,P003,USB-C Cable,Accessories,18,499,North
T001764,2026-06-28,C105,P004,Laptop Stand,Accessories,4,1899,South
T001765,2026-06-28,C131,P005,Webcam,Electronics,5,3299,West
T001766,2026-06-28,C061,P006,Bluetooth Speaker,Electronics,9,2499,East
T001767,2026-06-28,C202,P007,Power Bank,Electronics,10,1799,Central
